Disease Name	Most General MONDO ID	Most General Label
Autoimmune hemolytic anemia (warm autoimmune type)	MONDO:0019532	autoimmune hemolytic anemia, warm type
Autoimmune inner ear disease	MONDO:0022518	autoimmune inner ear disease
Autoimmune lymphoproliferative syndrome	MONDO:0017979	autoimmune lymphoproliferative syndrome
Autoimmune lymphoproliferative syndrome (ALPS)	MONDO:0017979	autoimmune lymphoproliferative syndrome
Autoimmune oophoritis	MONDO:0021950	autoimmune oophoritis
Autoimmune polyendocrine syndrome type 1 (APS-1)	MONDO:0010012	autoimmune polyendocrinopathy type 2
Autoimmune polyendocrine syndrome type I (APS-1/APECED)	MONDO:0009411	autoimmune polyendocrine syndrome type 1
Autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy (APECED)	MONDO:0009411	autoimmune polyendocrine syndrome type 1
Autoimmune polyglandular syndrome type 1 (APS1)	MONDO:0010012	autoimmune polyendocrinopathy type 2
Autoimmune retinopathy	MONDO:0100014	autoimmune retinopathy
Autosomal Dominant Cutis Laxa Type I	MONDO:0018163	autosomal recessive cutis laxa type 2A
Autosomal Dominant Hyper IgE Syndrome	MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant
Autosomal Dominant Hyper IgE Syndrome (STAT3 deficiency)	MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant
Autosomal Dominant Hypocalcemia (ADH)	MONDO:0018543	autosomal dominant hypocalcemia
Autosomal Dominant Hypocalcemia with Hypercalciuria	MONDO:0018543	autosomal dominant hypocalcemia
Autosomal Dominant Lateral Temporal Lobe Epilepsy (ADLTE)	MONDO:0020300	autosomal dominant nocturnal frontal lobe epilepsy
Autosomal Dominant Nocturnal Frontal Lobe Epilepsy	MONDO:0020300	autosomal dominant nocturnal frontal lobe epilepsy
Autosomal Dominant Nocturnal Frontal Lobe Epilepsy (ADNFLE)	MONDO:0020300	autosomal dominant nocturnal frontal lobe epilepsy
Autosomal Dominant Optic Atrophy	MONDO:0020250	autosomal dominant optic atrophy
Autosomal Dominant Optic Atrophy Plus Syndrome	MONDO:0014720	autosomal dominant optic atrophy plus syndrome
Autosomal Dominant Polycystic Kidney Disease	MONDO:0004691	autosomal dominant polycystic kidney disease
Autosomal Recessive Agammaglobulinemia	MONDO:0030519	agammaglobulinemia 9, autosomal recessive
Autosomal Recessive Cutis Laxa Type 2A	MONDO:0018163	autosomal recessive cutis laxa type 2A
Autosomal Recessive Cutis Laxa Type I	MONDO:0019572	autosomal recessive cutis laxa type 1
Autosomal Recessive Primary Microcephaly	MONDO:0016660	autosomal recessive primary microcephaly
Autosomal Recessive Primary Microcephaly (MCPH)	MONDO:0016660	autosomal recessive primary microcephaly
Autosomal Recessive Spastic Ataxia of Charlevoix-Saguenay (ARSACS)	MONDO:0010041	Charlevoix-Saguenay spastic ataxia
Autosomal dominant Hyper IgE syndrome	MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant
Autosomal dominant Hyper IgE syndrome (Job syndrome)	MONDO:0800131	hyper-IgE recurrent infection syndrome 4A, autosomal dominant
Autosomal dominant Hyper IgE syndrome (Job's syndrome)	MONDO:0800131	hyper-IgE recurrent infection syndrome 4A, autosomal dominant
Autosomal dominant Hyper IgE syndrome (STAT3 deficiency)	MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant
Autosomal dominant Progressive External Ophthalmoplegia (adPEO)	MONDO:0016810	autosomal recessive progressive external ophthalmoplegia
Autosomal dominant cerebellar ataxia	MONDO:0020380	autosomal dominant cerebellar ataxia
Autosomal dominant distal RTA due to SLC4A1 mutations	MONDO:0008368	autosomal dominant distal renal tubular acidosis
Autosomal dominant distal renal tubular acidosis	MONDO:0008368	autosomal dominant distal renal tubular acidosis
Autosomal dominant distal renal tubular acidosis (SLC4A1 mutation)	MONDO:0008368	autosomal dominant distal renal tubular acidosis
Autosomal dominant hyper-IgE syndrome (Job syndrome)	MONDO:0800131	hyper-IgE recurrent infection syndrome 4A, autosomal dominant
Autosomal dominant hyper-IgE syndrome (STAT3 deficiency)	MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant
Autosomal dominant hypocalcemia	MONDO:0018543	autosomal dominant hypocalcemia
Autosomal dominant hypocalcemia with hypercalciuria	MONDO:0018543	autosomal dominant hypocalcemia
Autosomal dominant hypocalcemia with hypercalciuria (ADHH)	MONDO:0018543	autosomal dominant hypocalcemia
Autosomal dominant hypophosphatemic rickets	MONDO:0008660	autosomal dominant hypophosphatemic rickets
Autosomal dominant nocturnal frontal lobe epilepsy	MONDO:0020300	autosomal dominant nocturnal frontal lobe epilepsy
Autosomal dominant nocturnal frontal lobe epilepsy (ADNFLE)	MONDO:0020300	autosomal dominant nocturnal frontal lobe epilepsy
Autosomal dominant non-syndromic hearing loss (DFNA3) due to GJB2 mutations	MONDO:0011103	autosomal dominant nonsyndromic hearing loss 3A
Autosomal dominant non-syndromic hearing loss due to KCNQ4 mutations	MONDO:0010817	autosomal dominant nonsyndromic hearing loss 2A
Autosomal dominant nonsyndromic hearing loss (DFNA)	MONDO:0019587	autosomal dominant nonsyndromic hearing loss
Autosomal dominant nonsyndromic hearing loss (GJB3-related)	MONDO:0012976	autosomal dominant nonsyndromic hearing loss 2B
Autosomal dominant nonsyndromic sensorineural hearing loss	MONDO:0019587	autosomal dominant nonsyndromic hearing loss
Autosomal dominant optic atrophy	MONDO:0020250	autosomal dominant optic atrophy
Autosomal dominant optic atrophy plus syndrome (OPA1 mutations)	MONDO:0008134	autosomal dominant optic atrophy, classic form
Autosomal dominant osteopetrosis (Albers-Schönberg disease)	MONDO:0020645	autosomal dominant osteopetrosis
Autosomal dominant polycystic kidney disease	MONDO:0004691	autosomal dominant polycystic kidney disease
Autosomal dominant polycystic kidney disease (ADPKD)	MONDO:0004691	autosomal dominant polycystic kidney disease
Autosomal dominant telomere-related pulmonary fibrosis (TERT or TERC mutations)	MONDO:0013878	pulmonary fibrosis and/or bone marrow failure, Telomere-related, 1
Autosomal dominant tubulointerstitial kidney disease (ADTKD)	MONDO:0020726	tubulointerstitial kidney disease, autosomal dominant, 2
Autosomal dominant tubulointerstitial kidney disease due to MUC1 mutation (ADTKD-MUC1)	MONDO:0020726	tubulointerstitial kidney disease, autosomal dominant, 2
Autosomal dominant tubulointerstitial kidney disease due to UMOD mutation (ADTKD-UMOD)	MONDO:0008264	autosomal dominant medullary cystic kidney disease with or without hyperuricemia
Autosomal recessive Chronic Granulomatous Disease	MONDO:0018305	chronic granulomatous disease
Autosomal recessive agammaglobulinemia	MONDO:0030519	agammaglobulinemia 9, autosomal recessive
Autosomal recessive congenital ichthyosis	MONDO:0017265	autosomal recessive congenital ichthyosis
Autosomal recessive cutis laxa type I	MONDO:0019572	autosomal recessive cutis laxa type 1
Autosomal recessive cutis laxa type II	MONDO:0018163	autosomal recessive cutis laxa type 2A
Autosomal recessive cutis laxa type II (ATP6V0A2-related cutis laxa)	MONDO:0018163	autosomal recessive cutis laxa type 2A
Autosomal recessive cutis laxa type IIA	MONDO:0018163	autosomal recessive cutis laxa type 2A
Autosomal recessive distal renal tubular acidosis	MONDO:0018440	autosomal recessive distal renal tubular acidosis
Autosomal recessive distal renal tubular acidosis (ATP6V0A4 mutation)	MONDO:0018440	autosomal recessive distal renal tubular acidosis
Autosomal recessive distal renal tubular acidosis with hearing loss (ATP6V1B1 mutation)	MONDO:0009968	renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss
Autosomal recessive distal renal tubular acidosis with preserved hearing (ATP6V0A4 mutation)	MONDO:0009968	renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss
Autosomal recessive juvenile Parkinsonism (PARK2 gene mutations)	MONDO:0010820	autosomal recessive juvenile Parkinson disease 2
Autosomal recessive non-syndromic hearing loss (DFNB1) due to GJB2 mutations	MONDO:0009076	autosomal recessive nonsyndromic hearing loss 1A
Autosomal recessive non-syndromic sensorineural hearing loss (GJB2 mutation)	MONDO:0009076	autosomal recessive nonsyndromic hearing loss 1A
Autosomal recessive nonsyndromic hearing loss (GJB2-related)	MONDO:0009076	autosomal recessive nonsyndromic hearing loss 1A
Autosomal recessive nonsyndromic sensorineural hearing loss (GJB2-related)	MONDO:0009076	autosomal recessive nonsyndromic hearing loss 1A
Autosomal recessive polycystic kidney disease (ARPKD)	MONDO:0009889	autosomal recessive polycystic kidney disease
Autosomal recessive primary microcephaly	MONDO:0016660	autosomal recessive primary microcephaly
Autosomal recessive primary microcephaly (MCPH)	MONDO:0016660	autosomal recessive primary microcephaly
Autosomal recessive spastic ataxia of Charlevoix-Saguenay (ARSACS)	MONDO:0010041	Charlevoix-Saguenay spastic ataxia
Autosomal recessive spastic paraplegia type 11 (SPG11)	MONDO:0011445	hereditary spastic paraplegia 11
Autosomal recessive spastic paraplegia type 15 (SPG15)	MONDO:0011992	hereditary spastic paraplegia 25
Axenfeld-Rieger syndrome	MONDO:0019187	Axenfeld-Rieger syndrome
BAG3-related dilated cardiomyopathy	MONDO:0013479	dilated cardiomyopathy 1HH
BAP1 Tumor Predisposition Syndrome	MONDO:0013692	BAP1-related tumor predisposition syndrome
BAP1 tumor predisposition syndrome	MONDO:0013692	BAP1-related tumor predisposition syndrome
BRCA-related hereditary breast and ovarian cancer syndrome	MONDO:0003582	hereditary breast ovarian cancer syndrome
BRCA1 or BRCA2 mutation-related cancer predisposition	MONDO:0012933	breast-ovarian cancer, familial, susceptibility to, 2
BRCA1/2-related hereditary breast and ovarian cancer syndrome	MONDO:0003582	hereditary breast ovarian cancer syndrome
BRCA1/BRCA2 Mutation Syndromes	MONDO:0011450	breast-ovarian cancer, familial, susceptibility to, 1
BRCA1/BRCA2 mutation-related cancers	MONDO:0011450	breast-ovarian cancer, familial, susceptibility to, 1
BRCA1/BRCA2-Associated Hereditary Breast and Ovarian Cancer Syndrome	MONDO:0003582	hereditary breast ovarian cancer syndrome
BRCA1/BRCA2-associated Hereditary Breast and Ovarian Cancer Syndrome	MONDO:0003582	hereditary breast ovarian cancer syndrome
BRCA1/BRCA2-associated hereditary cancer syndromes	MONDO:0011450	breast-ovarian cancer, familial, susceptibility to, 1
BRCA1/BRCA2-related Hereditary Breast and Ovarian Cancer Syndrome	MONDO:0003582	hereditary breast ovarian cancer syndrome
BRCA1/BRCA2-related hereditary breast and ovarian cancer syndrome	MONDO:0003582	hereditary breast ovarian cancer syndrome
BSCL2-Related Hereditary Neuropathy with Predisposition to Lipodystrophy	MONDO:0018883	Berardinelli-Seip congenital lipodystrophy
Baller-Gerold syndrome	MONDO:0009039	Baller-Gerold syndrome
Bamforth-Lazarus syndrome	MONDO:0009437	Bamforth-Lazarus syndrome
Bannayan-Riley-Ruvalcaba syndrome	MONDO:0007924	Bannayan-Riley-Ruvalcaba syndrome
Bannayan-Riley-Ruvalcaba syndrome (PTEN hamartoma tumor syndrome)	MONDO:0017623	PTEN hamartoma tumor syndrome
Bannayan–Riley–Ruvalcaba syndrome	MONDO:0007924	Bannayan-Riley-Ruvalcaba syndrome
Baraitser-Winter cerebrofrontofacial syndrome	MONDO:0017579	Baraitser-Winter cerebrofrontofacial syndrome
Baraitser-Winter syndrome	MONDO:0017579	Baraitser-Winter cerebrofrontofacial syndrome
Barakat syndrome	MONDO:0007797	hypoparathyroidism-deafness-renal disease syndrome
Bardet-Biedl Syndrome	MONDO:0015229	Bardet-Biedl syndrome
Bardet-Biedl syndrome	MONDO:0015229	Bardet-Biedl syndrome
Bardet–Biedl syndrome	MONDO:0014441	Bardet-Biedl syndrome 13
Bare Lymphocyte Syndrome	MONDO:0008855	MHC class II deficiency
Bare Lymphocyte Syndrome Type II (MHC Class II Deficiency)	MONDO:0008855	MHC class II deficiency
Barth Syndrome	MONDO:0010543	Barth syndrome
Barth syndrome	MONDO:0010543	Barth syndrome
Bartter Syndrome	MONDO:0015231	Bartter syndrome
Bartter syndrome	MONDO:0015231	Bartter syndrome
Bartter syndrome (Type V)	MONDO:0011822	Bartter disease type 3
Bartter syndrome type V	MONDO:0016983	Bartter syndrome with hypocalcemia
Batten disease	MONDO:0019262	juvenile neuronal ceroid lipofuscinosis
Batten disease (neuronal ceroid lipofuscinoses)	MONDO:0008767	neuronal ceroid lipofuscinosis 3
Batten disease (neuronal ceroid lipofuscinosis)	MONDO:0008767	neuronal ceroid lipofuscinosis 3
Bazex-Dupré-Christol Syndrome	MONDO:0010535	Bazex-Dupre-Christol syndrome
Bazex-Dupré-Christol syndrome	MONDO:0010535	Bazex-Dupre-Christol syndrome
Beals Syndrome (Congenital Contractural Arachnodactyly)	MONDO:0007363	congenital contractural arachnodactyly
Beals syndrome	MONDO:0007363	congenital contractural arachnodactyly
Beals syndrome (Congenital Contractural Arachnodactyly)	MONDO:0007363	congenital contractural arachnodactyly
Beals syndrome (Congenital contractural arachnodactyly)	MONDO:0007363	congenital contractural arachnodactyly
Beals syndrome (congenital contractural arachnodactyly)	MONDO:0007363	congenital contractural arachnodactyly
Beare-Stevenson cutis gyrata syndrome	MONDO:0007412	Beare-Stevenson cutis gyrata syndrome
Becker Muscular Dystrophy	MONDO:0010311	Becker muscular dystrophy
Becker muscular dystrophy	MONDO:0010311	Becker muscular dystrophy
Becker muscular dystrophy (manifesting carrier)	MONDO:0010311	Becker muscular dystrophy
Beckwith-Wiedemann Syndrome	MONDO:0007534	Beckwith-Wiedemann syndrome
Beckwith-Wiedemann syndrome	MONDO:0007534	Beckwith-Wiedemann syndrome
Behr Syndrome	MONDO:0008858	Behr syndrome
Behr syndrome	MONDO:0008858	Behr syndrome
Behçet's Disease	MONDO:0007191	Behcet disease
Behçet's disease	MONDO:0007191	Behcet disease
Benign Childhood Epilepsy with Centrotemporal Spikes (Rolandic Epilepsy)	MONDO:0015641	benign infantile focal epilepsy with midline spikes and wave during sleep
Benign Epilepsy of Infancy with Focal Seizures	MONDO:0015639	benign partial epilepsy with secondarily generalized seizures in infancy
Benign Epilepsy with Centrotemporal Spikes (Rolandic Epilepsy)	MONDO:0015641	benign infantile focal epilepsy with midline spikes and wave during sleep
Benign Familial Infantile Epilepsy	MONDO:0017615	benign familial infantile epilepsy
Benign Familial Infantile Seizures	MONDO:0017615	benign familial infantile epilepsy
Benign Familial Infantile Seizures (BFIS)	MONDO:0017615	benign familial infantile epilepsy
Benign Familial Neonatal Epilepsy	MONDO:0016027	benign neonatal seizures
Benign Familial Neonatal Seizures	MONDO:0016027	benign neonatal seizures
Benign Familial Neonatal Seizures (BFNS)	MONDO:0002016	obsolete benign familial neonatal epilepsy
Benign Familial Neonatal-Infantile Seizures	MONDO:0011904	seizures, benign familial infantile, 3
Benign Familial Neonatal-Infantile Seizures (BFNIS)	MONDO:0002016	obsolete benign familial neonatal epilepsy
Benign Febrile Seizures	MONDO:0015639	benign partial epilepsy with secondarily generalized seizures in infancy
Benign Idiopathic Neonatal Convulsions	MONDO:0018981	benign idiopathic neonatal seizures
Benign Infantile Epilepsy	MONDO:0017615	benign familial infantile epilepsy
Benign Myoclonic Epilepsy in Infancy	MONDO:0015639	benign partial epilepsy with secondarily generalized seizures in infancy
Benign Myoclonic Epilepsy of Infancy	MONDO:0100566	myoclonic epilepsy in infancy
Benign Neonatal Convulsions	MONDO:0016027	benign neonatal seizures
Benign Neonatal Epilepsy	MONDO:0002016	obsolete benign familial neonatal epilepsy
Benign Neonatal Seizures	MONDO:0016027	benign neonatal seizures
Benign Occipital Epilepsy of Infancy	MONDO:0007558	benign occipital epilepsy
Benign Rolandic Epilepsy (Benign Epilepsy with Centrotemporal Spikes)	MONDO:0015641	benign infantile focal epilepsy with midline spikes and wave during sleep
Benign familial infantile epilepsy	MONDO:0017615	benign familial infantile epilepsy
Benign familial infantile epilepsy (BFIE)	MONDO:0017615	benign familial infantile epilepsy
Benign familial infantile seizures	MONDO:0017615	benign familial infantile epilepsy
Benign familial infantile seizures (BFIS)	MONDO:0017615	benign familial infantile epilepsy
Benign familial neonatal epilepsy	MONDO:0016027	benign neonatal seizures
Benign familial neonatal seizures	MONDO:0016027	benign neonatal seizures
Benign familial neonatal seizures (BFNS)	MONDO:0002016	obsolete benign familial neonatal epilepsy
Benign familial neonatal seizures (KCNQ2/KCNQ3 mutations)	MONDO:0007366	seizures, benign familial neonatal, 2
Benign familial neonatal-infantile seizures	MONDO:0011904	seizures, benign familial infantile, 3
Benign idiopathic neonatal seizures	MONDO:0018981	benign idiopathic neonatal seizures
Benign infantile epilepsy	MONDO:0017615	benign familial infantile epilepsy
Benign infantile seizures	MONDO:0015639	benign partial epilepsy with secondarily generalized seizures in infancy
Benign myoclonic epilepsy in infancy	MONDO:0015639	benign partial epilepsy with secondarily generalized seizures in infancy
Benign myoclonic epilepsy of infancy	MONDO:0100566	myoclonic epilepsy in infancy
Benign neonatal seizures	MONDO:0016027	benign neonatal seizures
Benign partial epilepsy with frontal spikes	MONDO:0015641	benign infantile focal epilepsy with midline spikes and wave during sleep
Berardinelli-Seip Congenital Lipodystrophy	MONDO:0018883	Berardinelli-Seip congenital lipodystrophy
Berardinelli-Seip Congenital Lipodystrophy (BSCL)	MONDO:0018883	Berardinelli-Seip congenital lipodystrophy
Berardinelli-Seip Congenital Lipodystrophy (Type 2)	MONDO:0018883	Berardinelli-Seip congenital lipodystrophy
Berardinelli-Seip congenital lipodystrophy	MONDO:0018883	Berardinelli-Seip congenital lipodystrophy
Berardinelli-Seip congenital lipodystrophy (congenital generalized lipodystrophy)	MONDO:0018883	Berardinelli-Seip congenital lipodystrophy
